GAT_Score,IELTS_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
271,81.8,1,4.5,2.5,5.05,1,0.3
311,91.4,2,3.5,4.5,4.08,0,0.45
336,92.7,4,4.5,5.0,5.88,0,0.7
317,77.3,1,4.5,1.5,4.26,0,0.34
281,97.6,2,5.0,5.0,9.89,0,0.61
304,78.1,5,5.0,4.5,8.81,0,0.69
321,61.2,5,4.0,3.0,5.1,0,0.52
301,105.5,3,3.0,1.0,6.51,0,0.45
326,85.3,4,2.5,2.5,8.47,1,0.62
268,118.7,2,3.5,2.5,7.11,0,0.39
323,68.3,2,4.0,4.0,6.61,0,0.51
274,84.5,4,4.5,4.5,6.74,1,0.53
289,94.9,4,1.5,3.0,8.89,0,0.57
285,91.4,4,3.0,4.5,6.34,0,0.45
328,75.0,2,2.5,4.5,6.45,1,0.59
281,115.2,5,4.0,3.0,9.25,1,0.73
313,91.0,5,1.0,4.0,5.61,1,0.52
317,110.7,3,3.5,5.0,6.5,0,0.63
338,104.9,3,2.5,4.5,9.81,0,0.81
312,84.5,2,3.5,3.0,7.54,1,0.56
278,100.3,4,1.5,3.5,7.11,1,0.46
293,67.1,3,3.5,1.5,5.25,1,0.38
273,117.3,1,3.5,4.5,4.24,0,0.38
281,97.1,1,3.5,3.5,8.37,1,0.54
272,66.8,4,4.0,5.0,5.41,0,0.36
323,109.6,2,1.5,3.5,9.15,0,0.59
315,107.7,4,3.5,3.0,9.99,1,0.8
331,83.9,5,2.5,4.5,7.71,1,0.73
301,68.6,4,5.0,1.5,4.55,1,0.42
325,82.8,5,4.5,3.0,5.78,1,0.58
322,96.7,1,3.0,4.0,9.22,1,0.68
301,111.9,4,2.0,2.5,6.36,0,0.5
293,75.5,2,4.0,3.0,7.0,0,0.43
288,83.4,1,5.0,2.0,9.96,0,0.53
285,117.3,4,5.0,3.0,5.31,0,0.52
282,107.6,4,3.5,2.5,9.39,0,0.61
295,91.3,5,1.0,3.0,4.92,0,0.45
268,84.4,3,2.0,2.5,4.48,1,0.3
301,100.7,1,4.0,1.5,5.65,0,0.38
326,109.9,4,5.0,4.0,8.18,0,0.74
266,67.1,4,4.0,1.5,6.7,1,0.34
282,115.7,1,3.5,1.5,5.45,0,0.36
291,71.1,3,2.0,5.0,5.61,1,0.37
282,102.7,2,4.5,3.5,8.99,1,0.59
275,68.3,2,3.0,2.0,4.1,1,0.3
328,66.4,4,2.0,2.0,5.72,1,0.49
272,70.7,5,4.5,3.0,4.37,1,0.35
269,62.2,2,4.5,5.0,5.89,1,0.37
318,115.8,5,2.5,3.5,7.94,0,0.73
261,67.1,2,3.5,3.0,6.18,1,0.3
339,107.5,5,4.5,4.5,8.39,1,0.89
311,104.2,3,1.0,3.0,4.05,1,0.39
260,100.7,3,1.5,5.0,7.1,0,0.39
329,115.8,4,5.0,3.5,7.15,0,0.68
313,118.5,3,1.5,4.0,4.9,1,0.57
278,63.5,1,1.5,2.0,4.69,0,0.3
287,113.7,5,2.5,4.0,8.01,1,0.67
264,60.3,1,4.5,2.5,4.78,1,0.3
335,101.9,3,4.0,4.5,4.08,1,0.54
289,84.8,5,1.5,1.0,6.7,0,0.36
340,62.4,3,2.0,2.0,8.81,0,0.58
278,89.8,3,2.5,4.0,8.95,0,0.49
301,83.4,4,2.0,2.0,4.66,0,0.36
284,77.5,4,1.5,3.0,4.29,0,0.3
294,73.9,4,4.0,5.0,9.3,0,0.62
268,104.3,3,3.0,3.0,6.72,0,0.39
298,74.6,2,4.5,3.0,7.5,0,0.47
315,81.1,4,3.0,5.0,7.55,0,0.57
297,106.3,1,2.5,1.0,5.12,0,0.3
274,92.0,1,1.5,4.5,8.89,1,0.5
305,111.6,3,2.0,4.0,5.18,0,0.47
296,108.1,1,4.5,3.5,5.61,1,0.48
319,63.9,2,1.5,4.5,5.64,1,0.45
321,96.4,2,1.5,2.0,4.49,0,0.39
290,71.8,1,2.5,5.0,5.49,0,0.3
289,69.5,2,2.5,3.0,4.06,1,0.3
325,87.9,1,1.0,4.5,9.04,0,0.6
266,105.0,2,2.0,2.5,4.23,1,0.3
289,113.8,5,1.5,4.0,6.47,0,0.55
292,110.0,4,5.0,4.5,6.75,0,0.58
297,118.9,3,4.0,3.0,4.96,1,0.47
278,67.8,4,4.5,2.0,7.64,1,0.49
268,80.4,1,5.0,4.5,8.21,0,0.51
291,70.0,4,3.5,4.0,7.72,0,0.45
289,84.5,4,2.0,2.5,4.58,1,0.32
265,97.1,2,3.5,1.5,8.36,1,0.43
320,116.4,2,2.5,1.0,5.53,0,0.52
340,61.0,2,4.5,5.0,6.32,1,0.64
296,112.9,1,1.0,1.0,9.56,1,0.53
338,111.6,2,1.0,5.0,6.83,1,0.67
330,92.1,2,5.0,5.0,9.55,0,0.75
337,78.3,3,4.0,3.5,6.78,0,0.58
279,77.2,1,2.5,2.5,5.07,0,0.3
289,111.1,5,5.0,1.5,6.1,1,0.51
277,85.4,4,3.5,4.5,9.38,1,0.64
322,100.6,2,5.0,3.0,6.2,0,0.56
320,118.9,1,1.0,3.5,4.66,0,0.38
316,101.0,3,2.0,3.5,4.8,1,0.5
281,79.7,5,3.5,3.0,8.74,1,0.6
308,112.5,5,1.0,4.0,5.19,1,0.57
277,113.9,1,5.0,5.0,5.58,0,0.45
320,105.8,2,3.0,1.0,5.31,0,0.47
337,117.4,4,2.0,2.0,6.39,0,0.54
327,109.0,1,1.0,1.5,6.81,1,0.48
266,74.0,5,1.0,3.5,7.35,1,0.41
266,112.8,1,5.0,2.5,7.27,1,0.5
324,76.9,1,4.5,2.5,5.07,1,0.49
299,117.7,1,5.0,5.0,7.78,1,0.68
283,94.5,1,3.5,3.5,9.74,1,0.57
291,106.0,2,5.0,1.0,5.24,0,0.4
269,110.9,1,3.0,4.5,6.82,0,0.39
268,116.9,3,5.0,1.5,7.57,0,0.5
298,61.1,3,3.5,2.5,9.93,1,0.54
262,72.1,1,5.0,1.0,6.31,1,0.3
328,71.4,4,1.0,4.5,6.52,0,0.47
266,69.3,3,1.0,3.5,4.27,1,0.3
271,115.0,4,3.5,4.0,5.91,1,0.52
282,84.5,2,3.5,3.5,6.89,1,0.44
322,76.8,2,4.5,5.0,7.69,0,0.62
276,61.5,1,5.0,3.5,5.11,1,0.3
337,87.4,5,2.5,4.0,5.2,0,0.56
323,98.0,1,3.5,2.0,8.36,1,0.64
324,99.4,3,1.0,5.0,4.33,1,0.56
287,85.4,2,1.5,3.0,4.42,1,0.32
317,112.2,3,2.5,4.0,7.2,0,0.63
277,101.3,2,4.5,4.5,6.49,0,0.47
303,62.1,3,1.0,1.5,9.83,1,0.53
323,85.8,5,1.5,2.0,6.41,1,0.49
296,104.4,2,3.0,1.5,6.69,1,0.52
262,119.0,4,3.0,1.0,9.37,1,0.59
273,62.7,3,5.0,2.0,5.56,1,0.38
266,72.4,5,2.0,5.0,4.87,0,0.32
276,64.6,4,1.0,4.0,9.86,0,0.44
329,80.6,2,1.5,1.0,4.98,0,0.34
338,114.6,2,4.5,2.0,9.5,1,0.78
298,90.7,2,2.0,1.5,9.05,0,0.44
264,115.8,1,4.0,3.0,4.22,1,0.33
338,71.1,5,3.5,4.0,7.64,1,0.69
311,112.4,3,3.0,4.0,7.73,1,0.71
285,66.2,2,1.5,2.5,4.48,1,0.3
298,95.7,3,2.0,2.5,6.78,0,0.46
304,79.1,1,5.0,5.0,8.82,1,0.61
336,111.0,2,3.5,5.0,8.79,1,0.76
290,76.9,3,4.0,5.0,6.68,0,0.5
336,110.8,4,1.5,2.0,7.01,1,0.67
282,79.3,3,2.5,3.5,8.02,0,0.39
299,66.4,5,3.0,4.5,7.46,1,0.56
291,112.6,2,2.0,4.5,5.57,0,0.48
263,66.3,5,2.5,5.0,8.66,0,0.46
340,97.8,2,1.5,2.0,8.63,0,0.65
305,90.6,4,4.0,2.0,5.26,1,0.49
334,106.2,2,3.5,4.5,4.53,0,0.53
301,101.6,3,2.5,2.0,6.6,1,0.49
298,99.7,4,3.0,5.0,6.68,0,0.62
329,84.9,4,3.5,5.0,9.54,0,0.78
315,99.4,4,1.0,3.0,6.37,1,0.52
306,82.9,5,4.5,3.5,5.36,0,0.48
297,87.3,2,3.5,2.0,9.17,1,0.58
277,68.9,4,2.5,5.0,8.61,0,0.47
261,70.1,2,1.0,5.0,5.15,1,0.3
313,118.2,5,1.0,2.5,4.0,1,0.54
340,110.2,1,1.0,2.5,5.73,1,0.59
289,109.1,5,2.5,2.5,8.13,1,0.59
263,63.6,5,1.5,2.5,6.75,0,0.3
266,80.8,1,4.5,5.0,5.84,0,0.32
338,69.1,5,2.5,4.0,4.04,1,0.6
316,86.8,5,5.0,5.0,5.83,1,0.67
289,103.2,3,2.5,3.5,6.57,0,0.47
303,86.7,2,3.5,4.0,9.74,0,0.56
336,112.0,5,1.0,3.0,7.22,1,0.74
288,94.4,5,1.0,3.5,7.97,0,0.51
295,82.9,4,3.0,3.5,8.48,1,0.58
307,77.3,1,4.0,1.5,5.09,1,0.37
278,91.1,1,2.5,2.0,6.7,0,0.34
322,110.7,4,2.0,1.5,5.35,0,0.5
261,112.9,2,2.0,3.5,9.03,1,0.47
273,63.5,2,1.5,4.0,8.74,1,0.4
339,80.4,2,5.0,3.5,8.15,0,0.67
294,93.1,3,1.0,4.5,5.32,0,0.38
280,105.8,5,4.0,2.5,8.6,0,0.61
276,72.2,2,1.0,2.0,8.68,1,0.42
291,95.5,3,2.0,1.5,9.5,1,0.58
282,83.0,3,1.5,4.0,7.73,1,0.45
265,78.8,3,4.5,4.0,6.08,0,0.37
288,97.9,1,3.5,1.5,8.75,0,0.48
322,65.9,4,4.5,3.0,6.2,1,0.57
329,70.6,5,4.5,2.5,9.16,0,0.68
340,77.7,3,3.5,5.0,9.96,0,0.74
263,81.0,5,2.0,2.0,6.13,0,0.32
317,80.2,4,3.0,2.0,9.07,1,0.67
290,114.2,3,1.5,4.0,4.93,1,0.48
281,92.9,1,2.5,1.5,5.79,1,0.35
286,100.1,1,3.0,2.5,9.79,0,0.49
275,118.5,2,3.0,5.0,6.31,0,0.46
265,106.0,1,4.0,5.0,6.95,1,0.52
339,81.8,1,4.0,5.0,7.98,0,0.65
266,84.0,3,5.0,1.5,4.25,1,0.32
273,83.4,3,3.5,1.0,4.69,0,0.3
262,81.9,4,2.0,1.0,8.98,0,0.37
308,89.3,5,4.0,3.0,8.15,0,0.61
295,65.7,3,3.0,4.5,5.49,0,0.34
288,73.9,2,4.0,1.0,4.87,0,0.32
263,87.0,5,3.0,3.5,9.64,0,0.49
299,101.6,2,3.5,2.0,8.51,0,0.48
300,72.5,5,5.0,2.0,9.04,1,0.65
281,74.1,1,4.0,4.5,5.8,1,0.45
338,83.0,5,5.0,4.0,4.96,1,0.66
263,93.0,4,4.5,4.0,4.92,0,0.33
282,106.5,2,1.0,3.5,5.87,0,0.35
263,97.2,4,2.5,2.0,7.57,0,0.37
327,63.7,5,3.0,2.0,6.47,1,0.55
277,66.0,3,2.0,5.0,4.59,1,0.32
260,76.7,3,3.0,5.0,6.9,1,0.41
291,84.4,1,1.0,3.5,9.2,1,0.51
280,92.7,3,1.5,4.5,6.24,0,0.38
297,89.2,2,4.0,2.5,4.21,0,0.3
285,67.9,5,2.0,2.0,8.64,1,0.53
300,76.8,3,2.0,3.0,7.01,1,0.48
308,112.8,3,2.0,1.0,8.7,0,0.57
300,96.0,2,3.0,5.0,6.15,1,0.49
318,111.8,5,5.0,4.5,4.1,1,0.66
263,84.2,2,3.5,2.5,5.97,0,0.32
272,95.9,1,2.5,1.0,5.4,0,0.3
320,62.7,3,2.5,1.5,5.17,1,0.4
310,86.8,1,3.5,3.5,8.06,0,0.45
294,112.9,2,1.5,5.0,4.93,1,0.47
324,71.7,4,4.0,2.0,6.36,1,0.52
308,71.2,5,1.0,3.5,7.2,1,0.52
308,109.6,1,3.5,2.5,8.1,1,0.6
273,88.9,2,1.0,1.5,4.66,1,0.3
296,65.6,4,1.5,4.0,8.97,0,0.51
289,105.6,2,2.0,2.5,9.63,0,0.49
273,88.0,1,4.0,2.0,8.34,1,0.39
334,107.2,1,4.0,4.0,6.49,0,0.58
286,81.0,1,1.5,3.0,9.45,0,0.46
321,114.8,1,4.0,4.0,4.61,1,0.57
262,105.6,5,4.5,3.5,6.27,1,0.51
329,88.6,4,2.5,3.5,4.66,1,0.55
298,118.3,1,3.5,4.0,6.41,0,0.46
278,87.6,2,1.0,5.0,6.92,0,0.4
335,111.3,2,1.0,2.0,6.62,0,0.53
298,77.0,1,5.0,1.5,4.77,0,0.33
269,109.4,4,5.0,5.0,7.29,1,0.64
306,96.6,5,3.0,1.0,5.64,1,0.49
282,97.7,5,4.5,2.0,6.12,1,0.51
318,80.4,3,5.0,2.0,5.14,0,0.45
279,89.9,3,3.5,4.5,5.04,0,0.4
304,79.5,2,1.5,4.5,7.69,1,0.52
303,89.1,2,4.0,4.0,9.99,1,0.68
277,86.7,1,4.0,5.0,6.66,0,0.37
307,118.1,1,5.0,3.0,9.0,0,0.61
334,64.8,5,2.0,3.5,7.19,1,0.6
260,111.8,3,3.5,3.0,8.52,0,0.41
291,65.7,2,2.0,2.0,9.82,0,0.41
323,86.9,1,4.0,2.0,5.47,1,0.52
266,71.2,4,1.0,5.0,7.86,1,0.45
330,101.1,5,4.0,5.0,9.86,0,0.86
305,97.2,4,4.0,3.0,7.75,1,0.67
283,74.5,5,4.5,3.0,5.98,1,0.54
328,86.9,2,4.5,3.5,5.47,1,0.53
295,82.8,5,5.0,3.0,5.87,1,0.55
326,83.4,5,2.0,3.0,4.11,0,0.41
309,64.9,2,3.5,4.0,6.38,0,0.48
318,73.3,2,1.0,2.5,5.89,0,0.31
317,78.1,5,2.5,4.0,8.94,0,0.68
305,80.4,1,1.0,2.5,5.58,1,0.36
329,79.4,3,3.5,1.5,9.36,1,0.67
282,115.0,5,4.0,2.5,9.38,1,0.7
271,60.2,3,3.0,4.0,4.69,1,0.3
287,76.3,4,3.5,2.5,5.43,0,0.3
317,85.6,1,2.0,2.5,6.36,1,0.48
320,95.2,3,1.5,1.0,9.05,1,0.62
314,119.8,1,5.0,3.5,9.18,1,0.79
293,84.8,5,2.0,4.0,9.55,0,0.57
277,64.5,4,1.0,5.0,4.27,1,0.3
294,82.5,1,4.5,1.0,4.2,0,0.3
307,106.3,5,1.0,2.5,5.18,1,0.49
296,107.4,4,4.5,5.0,7.29,0,0.69
300,110.0,1,1.5,1.5,8.02,1,0.5
265,91.2,5,4.5,3.0,5.59,1,0.45
339,94.0,2,3.5,2.0,7.54,1,0.64
298,76.6,2,3.0,5.0,5.55,0,0.4
263,82.0,5,5.0,4.5,5.47,0,0.4
275,82.9,3,1.5,4.0,7.96,0,0.37
311,92.4,1,1.0,5.0,5.13,1,0.46
278,110.9,5,3.5,2.0,7.52,1,0.6
276,63.3,3,4.5,3.0,5.48,0,0.33
304,115.5,4,2.0,5.0,9.49,1,0.76
261,112.5,1,2.0,5.0,7.6,0,0.4
261,91.8,3,4.5,4.0,9.55,1,0.58
314,100.4,4,5.0,1.5,4.64,0,0.53
263,108.8,3,4.5,2.0,7.83,0,0.49
271,107.8,4,3.5,1.5,4.15,0,0.3
313,96.7,4,3.0,2.0,7.41,1,0.58
319,117.5,3,1.5,4.5,4.35,1,0.54
288,111.1,5,2.5,4.0,5.26,0,0.51
320,61.7,5,4.0,2.5,5.67,1,0.58
305,93.7,1,2.5,5.0,4.6,1,0.45
308,62.1,1,1.5,3.5,6.96,1,0.43
277,84.2,4,5.0,2.5,4.63,0,0.35
335,63.9,5,2.5,5.0,7.07,0,0.6
333,86.0,1,4.5,4.5,7.23,1,0.64
283,78.5,5,1.5,1.5,8.48,1,0.49
276,114.0,5,1.5,1.5,9.24,1,0.64
315,112.3,1,5.0,5.0,9.79,1,0.81
311,77.9,1,5.0,4.5,7.99,0,0.61
330,96.4,3,4.0,3.5,9.31,0,0.7
279,76.0,4,2.0,2.5,6.71,1,0.35
288,78.9,5,2.5,4.0,4.1,0,0.35
334,64.7,4,4.5,2.5,8.97,1,0.64
309,109.0,2,5.0,4.0,8.9,1,0.74
274,62.1,1,4.5,5.0,6.23,1,0.41
290,77.8,2,1.5,5.0,8.35,1,0.56
272,76.4,4,4.0,2.0,7.96,0,0.41
315,91.8,4,5.0,4.5,5.53,1,0.61
278,74.8,2,5.0,2.5,4.17,1,0.36
329,81.9,3,2.5,2.5,7.43,0,0.56
287,77.5,3,3.0,3.0,5.57,0,0.32
281,68.2,5,2.0,5.0,6.84,0,0.43
287,78.9,5,2.0,5.0,7.78,1,0.57
339,105.1,3,2.5,4.0,5.77,0,0.56
292,113.0,1,1.0,2.5,6.49,1,0.38
304,78.7,4,1.5,1.0,4.84,0,0.34
307,70.5,1,3.0,3.0,5.61,0,0.39
322,119.5,2,1.5,1.0,4.15,0,0.41
285,101.4,1,4.5,1.0,7.09,0,0.38
260,106.1,3,4.0,4.0,8.08,1,0.56
321,74.6,1,4.5,3.0,9.19,1,0.67
331,85.9,1,4.5,3.5,9.4,0,0.66
262,99.4,4,5.0,1.0,9.2,0,0.47
336,73.8,1,2.5,2.0,8.14,1,0.56
264,75.1,2,4.5,3.5,7.59,0,0.4
304,116.2,1,4.0,4.5,5.05,0,0.43
271,65.4,2,2.5,4.0,8.26,0,0.36
307,98.9,5,1.5,5.0,6.63,0,0.64
340,90.2,3,3.5,1.0,4.46,0,0.49
273,102.5,5,2.0,3.5,7.14,0,0.44
312,75.7,4,4.0,5.0,6.59,1,0.64
304,60.4,3,3.0,2.0,4.49,0,0.33
291,60.5,1,3.5,3.0,8.88,0,0.43
289,114.0,1,3.5,2.5,4.9,1,0.44
271,108.4,2,4.5,3.5,9.91,1,0.61
303,100.5,1,1.5,4.5,8.5,0,0.55
284,68.2,5,3.0,4.0,9.45,1,0.64
301,93.9,5,1.5,4.0,5.12,1,0.5
280,78.0,5,3.5,2.5,5.27,0,0.37
320,71.4,4,1.0,3.0,5.31,0,0.48
325,74.6,4,1.0,1.0,5.78,1,0.46
280,73.4,4,4.0,3.5,4.04,0,0.36
285,98.7,4,2.5,4.5,9.83,1,0.63
291,94.1,1,1.0,2.5,8.44,1,0.4
276,69.9,2,2.0,4.0,6.14,1,0.35
263,95.9,1,4.5,1.0,7.39,0,0.35
298,77.6,2,2.0,3.0,9.43,1,0.5
274,85.7,5,1.5,3.0,4.02,0,0.3
292,71.2,2,1.0,2.5,4.05,1,0.3
320,79.7,4,3.5,3.5,9.34,0,0.63
273,111.9,3,3.0,3.5,6.96,0,0.45
306,81.2,4,3.5,2.0,9.28,0,0.59
261,108.7,3,3.0,5.0,7.63,0,0.48
325,67.2,2,2.0,2.0,5.33,1,0.36
307,75.2,1,3.0,5.0,4.93,0,0.35
323,96.5,4,4.0,4.5,4.67,1,0.66
325,65.7,5,1.0,5.0,4.27,0,0.39
307,85.0,2,2.5,1.0,8.65,1,0.54
340,105.1,2,1.0,2.0,7.7,1,0.65
277,67.9,5,4.0,4.5,7.51,0,0.49
310,60.3,5,4.5,2.5,7.46,0,0.54
263,109.9,1,4.5,5.0,6.58,0,0.46
340,68.1,2,4.5,2.5,4.0,1,0.44
292,97.1,3,1.5,1.0,8.02,1,0.44
282,97.6,2,5.0,4.5,5.97,1,0.54
312,110.5,5,4.0,1.5,5.45,0,0.53
272,87.2,1,1.5,2.0,7.26,1,0.37
330,81.6,5,1.5,3.0,7.62,1,0.67
317,118.4,5,1.0,2.0,5.3,0,0.49
322,62.7,5,3.0,1.0,8.0,1,0.58
324,98.4,1,2.5,5.0,8.25,1,0.64
301,102.1,4,3.0,4.0,6.42,1,0.57
299,66.4,5,2.0,3.0,7.83,1,0.52
280,76.4,4,3.0,2.5,7.63,1,0.49
339,69.7,1,2.5,1.5,6.04,0,0.47
292,80.4,2,5.0,2.5,8.77,1,0.56
329,117.3,5,2.5,4.0,7.75,0,0.7
301,87.3,5,4.0,1.5,6.45,1,0.51
296,95.2,2,2.5,3.5,6.82,0,0.44
331,104.9,3,4.0,3.0,5.59,0,0.56
260,77.9,5,4.0,3.0,6.41,0,0.34
336,108.8,1,2.5,2.0,4.46,0,0.45
285,119.7,5,5.0,2.0,5.7,1,0.59
339,92.5,1,3.5,1.0,5.04,1,0.47
298,97.9,2,2.0,2.5,4.15,0,0.32
306,77.6,3,3.0,1.0,6.26,1,0.42
315,68.9,5,4.0,1.5,4.05,1,0.38
317,97.2,4,3.5,2.5,7.88,0,0.64
287,74.5,4,2.0,3.0,5.32,0,0.33
316,86.7,1,3.0,3.0,9.98,0,0.61
330,89.9,2,2.5,4.0,6.88,1,0.59
331,60.8,2,2.5,4.5,4.89,0,0.44
304,84.1,2,3.5,5.0,8.96,1,0.61
324,83.3,5,3.5,3.5,5.11,1,0.59
263,72.5,3,1.5,4.5,7.82,1,0.46
320,62.0,3,2.5,1.5,8.06,0,0.51
320,68.6,2,1.0,2.5,5.86,1,0.43
302,110.6,2,2.0,1.5,9.42,0,0.53
278,69.5,2,4.0,2.0,7.59,0,0.3
260,106.6,3,5.0,2.0,4.67,1,0.32
278,71.3,3,4.5,2.0,4.14,1,0.32
310,92.1,3,2.0,5.0,7.83,1,0.65
323,95.1,4,3.5,2.0,6.24,1,0.58
322,103.4,3,1.0,4.5,7.88,0,0.59
288,65.7,5,1.0,1.0,8.47,0,0.33
278,96.5,2,5.0,2.5,6.1,1,0.48
302,99.1,5,1.0,5.0,7.17,1,0.64
329,116.4,2,2.5,1.5,7.58,1,0.61
298,80.9,1,5.0,4.5,4.99,1,0.42
282,97.4,3,5.0,5.0,10.0,0,0.66
260,107.3,4,1.0,4.5,5.61,0,0.4
320,109.7,4,4.0,3.0,9.18,0,0.75
338,78.1,2,3.5,3.5,8.5,0,0.66
284,80.1,1,1.0,4.5,9.82,1,0.51
263,107.4,3,2.5,4.0,5.29,1,0.37
260,95.0,4,1.0,1.0,7.2,0,0.33
299,65.4,1,2.0,2.0,7.22,1,0.36
280,77.3,4,2.0,4.0,6.56,0,0.41
302,99.4,4,2.0,3.0,4.23,1,0.46
269,83.1,5,3.0,3.0,8.07,1,0.56
325,98.0,4,2.0,3.5,9.57,1,0.7
276,118.8,2,4.0,2.0,5.71,1,0.43
272,112.7,5,5.0,5.0,4.32,1,0.5
269,73.9,1,1.5,2.0,8.3,0,0.34
311,66.9,4,2.0,4.0,5.57,1,0.47
269,102.6,1,3.5,5.0,5.85,1,0.42
306,61.9,4,3.5,3.0,8.98,0,0.52
268,82.2,3,1.5,1.5,7.66,0,0.39
305,70.4,3,2.5,3.5,4.0,1,0.39
327,60.6,3,4.5,2.5,9.02,1,0.58
313,107.5,2,4.5,3.0,5.26,0,0.54
327,110.0,4,2.5,1.0,8.51,1,0.67
263,73.6,4,2.0,2.0,6.72,0,0.3
334,87.7,3,5.0,1.0,8.14,0,0.59
260,98.5,1,3.0,3.5,6.1,1,0.31
318,82.7,2,3.0,1.5,4.07,0,0.37
284,111.3,5,1.0,5.0,4.42,1,0.47
268,94.9,3,1.0,1.5,6.29,0,0.3
284,80.9,2,4.0,1.5,5.22,1,0.36
330,109.0,3,4.5,1.0,8.27,1,0.78
285,69.1,4,1.0,4.0,6.1,0,0.3
315,66.6,4,2.0,2.5,5.35,1,0.43
308,117.5,4,3.0,2.0,8.52,1,0.66
324,103.3,4,2.5,1.5,4.87,1,0.52
320,112.2,4,1.5,2.0,5.15,1,0.51
268,117.1,4,4.5,3.0,4.13,0,0.41
269,96.8,1,4.0,3.5,8.08,0,0.45
270,86.4,3,5.0,5.0,7.32,0,0.48
295,118.6,1,2.5,2.5,9.96,0,0.59
315,96.1,3,3.0,1.0,5.98,0,0.46
291,119.1,4,1.0,3.5,8.79,0,0.57
331,75.1,4,3.5,3.5,6.26,1,0.61
294,113.9,4,3.5,3.5,9.54,1,0.73
263,87.8,2,1.0,4.0,5.77,1,0.32
321,73.7,4,2.5,3.0,4.12,1,0.44
322,106.2,4,4.5,4.5,5.23,1,0.64
267,67.7,5,5.0,5.0,8.34,0,0.54
335,118.2,2,3.5,4.5,9.27,1,0.85
328,119.1,2,2.0,1.5,6.5,1,0.55
320,109.4,4,1.0,4.0,8.89,0,0.7
322,74.8,2,4.5,4.0,5.29,0,0.43
320,90.7,1,3.5,1.0,6.55,1,0.49
296,95.2,4,1.5,3.0,7.41,0,0.46
263,103.2,1,3.5,1.0,8.33,0,0.3
315,77.1,5,3.5,1.0,9.99,1,0.72
302,116.2,4,5.0,3.5,7.33,0,0.68
280,111.4,4,4.5,4.5,7.29,1,0.6
317,77.6,1,2.0,4.0,9.97,0,0.57
275,82.7,5,2.5,1.5,6.06,0,0.35
312,61.1,3,2.5,1.5,6.07,0,0.34
277,113.5,5,1.5,2.5,7.12,1,0.49
316,112.9,1,3.5,3.0,9.41,1,0.71
297,73.2,1,5.0,4.0,7.28,1,0.52
291,117.8,3,2.5,4.5,6.36,1,0.56
278,117.7,5,3.0,3.5,8.04,0,0.57
307,86.5,5,1.5,1.5,8.97,1,0.57
333,67.0,1,2.5,3.0,6.71,1,0.52
285,108.5,1,4.0,4.5,9.45,0,0.53
304,87.4,2,2.0,1.5,5.84,1,0.4
304,60.6,1,2.5,1.0,9.38,1,0.46
274,110.5,1,1.0,2.0,6.25,0,0.31
277,110.9,5,1.5,4.0,6.53,0,0.45
290,76.0,4,2.5,4.5,9.0,1,0.57
274,94.9,1,2.0,5.0,7.46,0,0.45
274,112.8,4,2.0,3.5,9.75,1,0.65
324,95.5,2,4.0,1.0,7.96,0,0.62
305,67.3,3,2.5,2.0,4.76,0,0.3
334,73.2,3,3.0,4.0,9.04,0,0.64
275,94.8,3,3.5,1.0,8.78,0,0.41
314,77.1,2,3.0,4.0,6.51,1,0.47
289,80.3,1,2.0,4.0,8.47,0,0.42
300,118.9,1,4.0,1.0,6.47,0,0.46
326,75.6,5,4.5,3.5,5.23,1,0.62
276,85.0,1,3.0,3.0,8.64,1,0.49
285,86.5,4,3.0,2.5,6.99,0,0.4
332,74.0,2,1.5,5.0,6.66,0,0.5
340,105.1,4,4.0,4.0,4.21,0,0.57
323,83.9,3,2.5,3.0,8.87,0,0.62
317,78.6,1,2.0,2.0,5.96,0,0.41
334,106.5,3,3.5,1.5,4.75,0,0.53
262,109.6,2,4.0,4.0,8.34,1,0.51
287,89.9,1,5.0,2.0,8.76,1,0.46
263,110.4,4,4.5,5.0,8.46,1,0.61
299,119.1,3,1.5,1.0,6.91,1,0.43
334,86.0,1,4.5,2.5,4.76,0,0.46
316,70.7,5,4.0,2.5,4.46,0,0.37
324,105.3,1,2.5,4.5,4.74,0,0.43
306,105.6,1,2.0,3.0,5.39,0,0.42
339,103.3,1,3.0,1.5,5.89,0,0.49
293,74.7,4,2.0,1.0,8.15,0,0.37
304,95.5,5,4.5,4.5,4.09,1,0.58
291,79.8,5,1.0,2.0,4.89,0,0.32
303,113.7,2,2.0,1.5,8.46,0,0.56
270,70.3,2,2.0,3.0,7.14,0,0.3
295,98.3,3,2.0,2.0,8.67,0,0.48
272,109.2,1,4.5,3.5,7.87,0,0.47
316,66.0,2,1.0,5.0,9.34,0,0.53
284,111.2,4,2.5,3.5,4.69,1,0.45
329,90.8,1,3.0,1.0,9.41,1,0.63
296,113.4,4,1.0,4.0,8.22,0,0.59
263,110.0,5,2.0,5.0,9.14,1,0.61
285,60.1,3,4.0,4.0,8.67,0,0.47
272,109.3,2,3.0,3.0,5.78,1,0.44
331,78.8,5,2.0,4.5,8.46,0,0.65
310,86.2,3,2.0,5.0,9.13,0,0.56
306,102.2,1,2.5,4.0,8.47,1,0.55
292,80.2,3,3.5,3.0,7.84,0,0.48
339,93.0,1,1.0,3.5,8.46,1,0.57
301,74.7,1,1.5,4.5,9.7,0,0.53
